objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
photo9_1959,Rogers Shoots. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1959,B&W newspaper game photo of Porter forward Doris Rogers shooting a hook shot. 1959.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,Maryville Alcoa Daily Times,photo9_1959,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo9_1959.jpg,/objects/small/photo9_1959_sm.jpg,/objects/thumbs/photo9_1959_th.jpg,B&W newspaper game photo of Porter forward Doris Rogers shooting a hook shot. 1959.,
photo10_1959,Welcome Champs. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1959,B&W newspaper photo of Coach Johnson and 1959 State Champion team arriving back home from winning the Tennessee State Girls Basketball Championship.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Maryville, Tennessee",35.7613,-83.979,Maryville Alcoa Daily Times,photo10_1959,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo10_1959.jpg,/objects/small/photo10_1959_sm.jpg,/objects/thumbs/photo10_1959_th.jpg,B&W newspaper photo of Coach Johnson and 1959 State Champion team arriving back home from winning the Tennessee State Girls Basketball Championship.,
photo11_1963,Tops in Tennessee. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1963,B&W newspaper photo of the Porter HS & Walland HS girls basketball teams returning home from the 1963 Tennessee State Girls Basketball Championship.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Maryville, Tennessee",35.7613,-83.979,Maryville Alcoa Daily Times,photo11_1963,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo11_1963.jpg,/objects/small/photo11_1963_sm.jpg,/objects/thumbs/photo11_1963_th.jpg,B&W newspaper photo of the Porter HS & Walland HS girls basketball teams returning home from the 1963 Tennessee State Girls Basketball Championship.,
photo12_1959,State Champs. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1959,B&W newspaper photo of the 1959 State Champs. Porter HS Girls Basketball Team holding stuffed bunnies given to them by the Principal and Teacher.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Maryville, Tennessee",35.7613,-83.979,Maryville Alcoa Daily Times,photo12_1959,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo12_1959.jpg,/objects/small/photo12_1959_sm.jpg,/objects/thumbs/photo12_1959_th.jpg,B&W newspaper photo of the 1959 State Champs. Porter HS Girls Basketball Team holding stuffed bunnies given to them by the Principal and Teacher.,
photo13_1969,Pantherettes with Trophy. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1969,B&W formal newspaper photo of the 1969 State runner-up Porter High School Girls Basketball team with Coach Johnson & Asst. Coach Jim Carroll.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Maryville, Tennessee",35.7613,-83.979,Maryville Alcoa Daily Times,photo13_1969,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo13_1969.jpg,/objects/small/photo13_1969_sm.jpg,/objects/thumbs/photo13_1969_th.jpg,B&W formal newspaper photo of the 1969 State runner-up Porter High School Girls Basketball team with Coach Johnson & Asst. Coach Jim Carroll.,
photo14_1971,Display State Tournament Trophy. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1971,B&W newspaper photo of 1971 State runner-up Porter High School Girls Basketball team with state tournament trophy.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,Maryville Alcoa Daily Times,photo14_1971,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo14_1971.jpg,/objects/small/photo14_1971_sm.jpg,/objects/thumbs/photo14_1971_th.jpg,B&W newspaper photo of 1971 State runner-up Porter High School Girls Basketball team with state tournament trophy.,
photo15_1967,Pantherettes Bag The Big One.Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1967,B&W candid newspaper photo of 1967 Porter State champs with their first place trophy after the game.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Murfreesboro, Tennessee",35.8456,-86.3903,Maryville Alcoa Daily Times,photo15_1967,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo15_1967.jpg,/objects/small/photo15_1967_sm.jpg,/objects/thumbs/photo15_1967_th.jpg,B&W candid newspaper photo of 1967 Porter State champs with their first place trophy after the game.,
photo16_1969,Porter Girls. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1969,B&W formal newspaper photo of 1969 Porter High School Girls Basketball team at the Jaycee Classic Tournament in December 1968.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Maryville, Tennessee",35.7613,-83.979,Maryville Alcoa Daily Times,photo16_1969,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo16_1969.jpg,/objects/small/photo16_1969_sm.jpg,/objects/thumbs/photo16_1969_th.jpg,B&W formal newspaper photo of 1969 Porter High School Girls Basketball team at the Jaycee Classic Tournament in December 1968.,
photo17_1967,TSSAA State Tournament Official Program.,TSSAA,1967,Color front cover of the 1968 TSSAA State Tournament Official Program featuring a photo of the 1967 Porter High School State Champions.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Murfreesboro, Tennessee",35.8456,-86.3903,Glenda Harrill,photo17_1967,image;stillimage,image/jpg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,image,/objects/photo17_1967.jpg,/objects/small/photo17_1967_sm.jpg,/objects/thumbs/photo17_1967_th.jpg,Color front cover of the 1968 TSSAA State Tournament Official Program featuring a photo of the 1967 Porter High School State Champions,
photo18_1963,TSSAA State Tournament Official Program.,TSSAA,1963,Color front cover of the 1964 TSSAA State Tournament Official Program featuring a photo of the 1963 Porter High School State Champions.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Murfreesboro, Tennessee",35.8456,-86.3903,Glenda Harrill,photo18_1963,image;stillimage,image/jpg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,image,/objects/photo18_1963.jpg,/objects/small/photo18_1963_sm.jpg,/objects/thumbs/photo18_1963_th.jpg,Color front cover of the 1964 TSSAA State Tournament Official Program featuring a photo of the 1963 Porter High School State Champions.,
photo19_1963,Drawing for 1963 Girls' State Basketball Tournament. Brackets.,Stephanie Thompson,1963,Brackets form the 1963 Tennessee State Girls Basketball Tournament with winners written in by hand.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Murfreesboro, Tennessee",35.8456,-86.3903,Stephanie Thompson,photo19_1963,image;stillimage,image/jpg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,image,/objects/photo19_1963.jpg,/objects/small/photo19_1963_sm.jpg,/objects/thumbs/photo19_1963_th.jpg,Brackets form the 1963 Tennessee State Girls Basketball Tournament with winners written in by hand.,
photo20_1967,Schedule of Games in State Tournament. 1967.,Stephanie Thompson,1967,Brackets form the 1967 Tennessee State Girls Basketball Tournament with winners written in by hand.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Murfreesboro, Tennessee",35.8456,-86.3903,Stephanie Thompson,photo20_1967,image;stillimage,image/jpg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,image,/objects/photo20_1967.jpg,/objects/small/photo20_1967_sm.jpg,/objects/thumbs/photo20_1967_th.jpg,Brackets form the 1967 Tennessee State Girls Basketball Tournament with winners written in by hand.,
photo21_1964,Drawing for 1964 Girls' State Basketball Tournament. Brackets.,Stephanie Thompson,1964,Brackets form the 1964 Tennessee State Girls Basketball Tournament with winners written in by hand.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Murfreesboro, Tennessee",35.8456,-86.3903,Stephanie Thompson,photo21_1964,image;stillimage,image/jpg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,image,/objects/photo21_1964.jpg,/objects/small/photo21_1964_sm.jpg,/objects/thumbs/photo21_1964_th.jpg,Brackets form the 1964 Tennessee State Girls Basketball Tournament with winners written in by hand,
photo22_1969,Pantherettes Honored at Midland Center. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1969,B&W newspaper photo of the reception at Midland Center for the 1969 Porter HS Girls Basketball Team.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Maryville, Tennessee",35.7613,-83.979,Maryville Alcoa Daily Times,photo22_1969,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo22_1969.jpg,/objects/small/photo22_1969_sm.jpg,/objects/thumbs/photo22_1969_th.jpg,B&W newspaper photo of the reception at Midland Center for the 1969 Porter HS Girls Basketball Team.,
photo23_1970,Proud Papa. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1970,B&W newspaper photo of Coach Galen Johnson and his daughter Stephanie.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Murfreesboro, Tennessee",35.8456,-86.3903,Maryville Alcoa Daily Times,photo23_1970,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo23_1970.jpg,/objects/small/photo23_1970_sm.jpg,/objects/thumbs/photo23_1970_th.jpg,B&W newspaper photo of Coach Galen Johnson and his daughter Stephanie.,
photo24_1966,Gregory Nets Two. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1966,B&W newspaper game photo of Porter forward Pat Gregory shooting a hook shot.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,Maryville Alcoa Daily Times,photo24_1966,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo24_1966.jpg,/objects/small/photo24_1966_sm.jpg,/objects/thumbs/photo24_1966_th.jpg,B&W newspaper game photo of Porter forward Pat Gregory shooting a hook shot.,
photo25_1965,Girls in Rebuilding Year. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1965,B&W newspaper photo of 1965 Porter High School Girls basketball team.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,Maryville Alcoa Daily Times,photo25_1965,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo25_1965.jpg,/objects/small/photo25_1965_sm.jpg,/objects/thumbs/photo25_1965_th.jpg,B&W newspaper photo of 1965 Porter High School Girls basketball team.,
photo26_1967,1967 State trophy. Formal photograph of Coach Johnson and four of his players.,Unknown,1967,B&W formal photo of Coach Johnson and four of his 1967 Championship team with the State trophy.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,Unknown,photo26_1967,image;stillimage,image/jpg,eng,,http://rightsstatements.org/vocab/NoC-US/1.0/,image,/objects/photo26_1967.jpg,/objects/small/photo26_1967_sm.jpg,/objects/thumbs/photo26_1967_th.jpg,B&W formal photo of Coach Johnson and four of his 1967 Championship team with the State trophy.,
photo27_1967,Polaroid photo of Coach Galen Johnson with State Championship trophy. 1967.,Stephanie Thompson,1967,"Polaroid, candid photo of Coach Johnson with the 1967 Tennessee State Champion trophy.",basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Murfreesboro, Tennessee",35.8456,-86.3903,Stephanie Thompson,photo27_1967,image;stillimage,image/jpg,eng,Stephanie Thompson,http://rightsstatements.org/vocab/NoC-US/1.0/,image,/objects/photo27_1967.jpg,/objects/small/photo27_1967_sm.jpg,/objects/thumbs/photo27_1967_th.jpg,"Polaroid, candid photo of Coach Johnson with the 1967 Tennessee State Champion trophy.",
photo28_1971,Porter girls basketball team is No. 3. Maryville Alcoa Daily Times newspaper photo.,Maryville Alcoa Daily Times,1971,B&W newspaper photo and article congratulating and welcoming home the 1971 Porter HS girls basketball team.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,Maryville Alcoa Daily Times,photo28_1971,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo28_1971.jpg,/objects/small/photo28_1971_sm.jpg,/objects/thumbs/photo28_1971_th.jpg,B&W newspaper photo and article congratulating and welcoming home the 1971 Porter HS girls basketball team.,
photo29_1972,B&W photo formal photo of 1972 from The Maryville Alcoa Daily Times.,Maryville Alcoa Daily Times,1972,B&W photo formal photo of 1972 from The Maryville Alcoa Daily Times.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee; 1970s,"Wildwood, TN",35.8046,-83.8688,Maryville Alcoa Daily Times,photo29_1972,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo29_1972.jpg,/objects/small/photo29_1972_sm.jpg,/objects/thumbs/photo29_1972_th.jpg,B&W photo formal photo of 1972 from The Maryville Alcoa Daily Times.,
photo30_1965,B&W photo and article from scrapbook.,Maryville Alcoa Daily Times,1965,B&W photo and article from scrapbook. Scrapbook image by Stephanie Thompson. Article from 1965.,basketball; 1960s; galen johnson; womens basketball; porter high school; tennessee,"Wildwood, TN",35.8046,-83.8688,Maryville Alcoa Daily Times,photo30_1965,image;stillimage,image/jpg,eng,Maryville Alcoa Daily Times,http://rightsstatements.org/vocab/InC-EDU/1.0/,image,/objects/photo30_1965.jpg,/objects/small/photo30_1965_sm.jpg,/objects/thumbs/photo30_1965_th.jpg,B&W photo and article from scrapbook. Scrapbook image by Stephanie Thompson. Article from 1965.,
